track_name,artist_name,album_name,popularity,market,genres,duration_mins,release_year,tempo,speechiness,loudness,liveness,instrumentalness,energy,acousticness,valence,like
Escolta Suicida,Beto Quintanilla,El Mero LeÃƒÂ³n del Corrido,55,USA,"musica mexicana, norteno",3.240433,2000,108.193,0.0785,-3.84,0.0409,0,0.73,0.296,0.806,0
Disposable Teens,Marilyn Manson,Holy Wood,59,USA,"alternative metal, industrial, industrial metal, industrial rock, nu metal",4.282883,2000,134.083,0.185,-5.016,0.532,0.0161,0.956,5.32E-05,0.271,0
There Are Seven Days,Barney,Barney's Greatest Hits: The Early Years,51,USA,"cartoon_, ""children_s music""",4.752667,2000,140.925,0.0834,-10.181,0.249,0.000307,0.392,0.648,0.962,0
Medicine,South Park Mexican,Time is Money,49,USA,"chicano rap, dirty south rap, gangster rap, houston rap, latin hip hop, texas latin rap",4.813767,2000,140.058,0.0422,-7.108,0.295,0.099,0.528,0.0104,0.0824,1
High Speed,Coldplay,Parachutes,61,USA,"permanent wave, pop",2.778883,2000,154.466,0.0301,-9.342,0.0961,0.00736,0.525,0.396,0.249,0
The Days Of The Phoenix,AFI,The Art Of Drowning,52,USA,"alternative metal, pop punk, punk, screamo, skate punk",4.26,2000,110.72,0.0574,-4.467,0.23,0.000409,0.986,0.000981,0.546,0
The Galway Girl,Steve Earle,Transcendental Blues,56,USA,"alternative country, country rock, folk, heartland rock, new americana, outlaw country, roots rock, singer-songwriter, texas country",3.87555,2000,169.712,0.0767,-5.101,0.504,0.00255,0.946,0.24,0.848,0
Parachutes,Coldplay,Parachutes,59,USA,"permanent wave, pop",2.3571,2000,137.001,0.0518,-18.348,0.138,2.27E-06,0.0845,0.871,0.375,0
Feiticeira,Deftones,White Pony,54,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",2.800217,2000,153.186,0.26,-4.692,0.288,0.0631,0.97,0.000404,0.114,1
Bad Day,Fuel,Something Like Human,49,USA,"alternative metal, alternative rock, neo mellow, nu metal, pop rock, post-grunge, rap rock, rock",7.18,2000,175.978,0.0415,-4.767,0.0808,4.53E-06,0.735,0.000374,0.19,1
Only for the Weak,In Flames,Clayman,63,USA,"alternative metal, gothenburg metal, melodic death metal, metal, nu metal, swedish death metal, swedish melodeath, swedish metal",3.752217,2000,104.986,0.0449,-4.824,0.289,0.766,0.835,2.33E-06,0.549,0
Elite,Deftones,White Pony,54,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.323083,2000,90.877,0.0818,-3.298,0.321,0.866,0.992,0.000638,0.206,1
Street Carp,Deftones,White Pony,53,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",5.354433,2000,161.434,0.0597,-4.112,0.214,0,0.941,5.89E-05,0.503,1
Mi Ultimo Deseo,Los Originales De San Juan,La Caspa Del Diablo-Corridos A Toda Ley,53,USA,"musica mexicana, norteno",4.156667,2000,120.705,0.151,-6.055,0.134,0,0.709,0.338,0.866,0
La Caspa Del Diablo,Los Originales De San Juan,La Caspa Del Diablo-Corridos A Toda Ley,54,USA,"musica mexicana, norteno",2.803767,2000,112.401,0.223,-5.743,0.0478,0,0.773,0.358,0.827,0
Bamboleo,Gipsy Kings,!Volare! The Very Best of the Gipsy Kings,49,USA,"flamenco, rumba, world",5.004433,2000,119.574,0.0586,-9.267,0.0701,0.00015,0.884,0.414,0.933,0
Kicking Cars,Panchiko,D>E>A>T>H>M>E>T>A>L,52,USA,"alternative rock, diy emo",4.06755,2000,176.07,0.0507,-7.738,0.132,0.39,0.864,0.246,0.319,0
I Want You Back,The Jackson 5,Anthology: Jackson 5,55,USA,"adult standards, motown",4.33065,2000,196.605,0.0571,-13.559,0.37,0.00012,0.538,0.305,0.886,0
Until We Rich,Ice Cube,War & Peace Vol. 2 (The Peace Disc),56,USA,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",3.523333,2000,89.683,0.0631,-5.355,0.0875,0,0.781,0.0437,0.873,1
A Country Boy Can Survive,"Hank Williams, Jr.",The Bocephus Box Set,51,USA,"country, country road, country rock, outlaw country",2.984,2000,75.184,0.0365,-9.353,0.0816,0,0.459,0.144,0.493,0
Orange Moon,Erykah Badu,Mama's Gun,52,USA,"afrofuturism, alternative r&b, hip hop, neo soul, r&b, urban contemporary",3.878217,2000,97.965,0.0363,-13.976,0.152,0.000276,0.149,0.464,0.124,1
If All The Raindrops,Barney,Barney's Greatest Hits: The Early Years,50,USA,"cartoon_, ""children_s music""",4.218433,2000,142.017,0.043,-10.546,0.0756,0,0.306,0.458,0.96,0
The National Anthem,Radiohead,Kid A,56,USA,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",4.762433,2000,91.517,0.0378,-8.552,0.224,0.851,0.754,0.00237,0.388,0
Waiting,Green Day,Warning,57,USA,"permanent wave, punk",4.044433,2000,137.69,0.0335,-4.371,0.329,0,0.834,0.0219,0.659,0
Korea,Deftones,White Pony,53,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",4.16955,2000,88.463,0.0854,-3.645,0.134,4.34E-05,0.91,1.51E-05,0.149,1
El Dia Que Me Muera,Grupo Exterminador,La Pedrada,53,USA,"musica mexicana, norteno, ranchera",2.725733,2000,106.356,0.0426,-7.596,0.16,0,0.479,0.174,0.695,0
La Cobra,Fito Olivares y Su Grupo,Veinte AÃƒÂ±os De Sabrosura,52,USA,gruperas inmortales,4.238433,2000,98.14,0.0362,-7.282,0.0746,0.0134,0.738,0.045,0.924,0
Optimistic,Radiohead,Kid A,55,USA,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",5.606,2000,157.96,0.0371,-9.931,0.305,0.846,0.757,0.0496,0.573,0
Original Prankster,The Offspring,Conspiracy Of One,62,USA,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",2.936667,2000,146.804,0.0334,-4.251,0.284,2.95E-05,0.877,0.000542,0.961,0
Teenager,Deftones,White Pony,52,USA,"alternative metal, nu metal, rap metal, rock, sacramento indie",3.384433,2000,134.327,0.0979,-10.152,0.0706,0.0175,0.753,0.445,0.771,1
One by One,Enya,A Day Without Rain,57,USA,"celtic, middle earth",3.8611,2000,131.442,0.0335,-13.203,0.109,0.815,0.24,0.87,0.233,0
You Send Me,Sam Cooke,The Man Who Invented Soul,52,USA,"adult standards, classic soul, soul",3.061767,2000,95.978,0.0288,-9.582,0.118,0,0.311,0.887,0.415,0
Spies,Coldplay,Parachutes,58,USA,"permanent wave, pop",2.15555,2000,147.599,0.0319,-5.524,0.0635,0.000144,0.673,0.0236,0.0732,0
He Intentado Tanto Tanto,Los Temerarios,En la Madrugada Se Fue,56,USA,"grupera, musica mexicana",4.36155,2000,146.128,0.0272,-7.252,0.11,0.00177,0.636,0.452,0.362,0
Yo No Soy Esa Mujer,Paulina Rubio,Paulina,64,USA,"dance pop, latin arena pop, latin pop, mexican pop",5.01555,2000,104.002,0.0307,-7.53,0.68,0,0.855,0.128,0.884,0
Radio,Alkaline Trio,Maybe I'll Catch Fire,51,USA,"chicago punk, emo, pop punk, punk, screamo, skate punk",3.808217,2000,113.423,0.0258,-6.607,0.136,0.000372,0.657,0.0348,0.434,0
Down To The River To Pray,Alison Krauss,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",51,USA,"bluegrass, folk, lilith, progressive bluegrass",3.79155,2000,131.976,0.0736,-11.795,0.301,0,0.215,0.948,0.601,0
Quise Olvidarme de Ti,Los Temerarios,En la Madrugada Se Fue,56,USA,"grupera, musica mexicana",5.46555,2000,146.007,0.0267,-6.576,0.109,0.000264,0.518,0.663,0.456,0
Pitch In OnA Party,DJ Quik,Balances & Options,51,USA,"g funk, gangster rap, hardcore hip hop, hip hop, popping, rap, southern hip hop, west coast rap",7.553767,2000,106.364,0.253,-6.602,0.0701,0,0.529,0.0548,0.567,1
Te Hice Mal,Los Temerarios,En la Madrugada Se Fue,56,USA,"grupera, musica mexicana",3.3711,2000,128.031,0.0271,-5.972,0.384,0,0.446,0.713,0.0495,0
Luven Me,Nelly,Country Grammar,53,USA,"dance pop, hip hop, pop rap, southern hip hop, st louis rap, urban contemporary",3.550433,2000,83.511,0.156,-6.958,0.0636,0,0.551,0.316,0.962,1
Revolution Is My Name,Pantera,Reinventing the Steel,56,USA,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",4.164,2000,89.905,0.197,-3.485,0.341,0.12,0.988,6.17E-05,0.277,0
Weed Song,Bone Thugs-N-Harmony,BTNHRESURRECTION,51,USA,"gangster rap, hip hop, ohio hip hop, pop rap, rap, southern hip hop",5.15155,2000,100.567,0.0571,-10.529,0.389,0,0.357,0.514,0.608,1
Murder On Music Row,George Strait,Latest Greatest Straitest Hits,51,USA,"contemporary country, country, country road, country rock",4.3871,2000,204.04,0.04,-6.013,0.0643,0,0.554,0.333,0.541,0
Shadows of Ourselves,Thievery Corporation,Mirror Conspiracy,56,USA,"downtempo, electronica, livetronica, nu jazz, trip hop",4.400667,2000,118.006,0.0372,-9.087,0.0858,0.876,0.703,0.0699,0.537,0
The Lost Art Of Keeping A Secret,Queens of the Stone Age,Rated R,51,USA,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",6.298217,2000,110.754,0.0353,-4.788,0.719,0.00951,0.791,0.0756,0.418,0
Death Blooms,Mudvayne,L.D. 50,52,USA,"alternative metal, groove metal, industrial metal, nu metal, rap metal, rap rock",3.38,2000,174.095,0.192,-4.624,0.158,0.0024,0.974,0.000355,0.237,1
Cure for the Itch,Linkin Park,Hybrid Theory (Bonus Edition),55,USA,"alternative metal, nu metal, post-grunge, rap metal",4.53,2000,99.99,0.221,-7.395,0.247,0.0509,0.677,0.163,0.851,1
Palabras,Los Acosta,Nomadas,54,USA,"grupera, musica mexicana, ranchera, tropical",5.94155,2000,102.041,0.0263,-9.769,0.092,0.00785,0.601,0.0986,0.917,0
Farmhouse,Phish,Farmhouse,48,USA,"blues rock, jam band",2.76155,2000,143.993,0.0282,-6.574,0.0974,0,0.743,0.209,0.567,0
El Ultimo Adios,Paulina Rubio,Paulina,61,USA,"dance pop, latin arena pop, latin pop, mexican pop",3.263267,2000,82.992,0.0643,-8.858,0.359,0,0.79,0.0155,0.732,0
Stabilisers For Big Boys,Panchiko,D>E>A>T>H>M>E>T>A>L,51,USA,"alternative rock, diy emo",10.08288,2000,100.053,0.0275,-4.597,0.344,0.0384,0.814,0.0444,0.506,0
Just Be A Man About It,Toni Braxton,The Heat,50,USA,"contemporary r&b, dance pop, hip pop, neo soul, quiet storm, r&b, urban contemporary",3.716667,2000,109.408,0.0919,-6.909,0.321,2.05E-06,0.45,0.274,0.56,0
Magdalena,A Perfect Circle,Mer De Noms,51,USA,"alternative metal, alternative rock, industrial metal, nu metal, rap rock, rock, supergroup",4.002883,2000,102.364,0.0254,-7.152,0.201,0.891,0.603,0.000234,0.212,1
Broke,Modest Mouse,Building Nothing Out of Something,49,USA,"alternative rock, double drumming, indie rock, modern rock, rock, washington indie",3.413333,2000,115.424,0.0418,-5.746,0.327,0.519,0.8,0.817,0.355,0
The Nobodies,Marilyn Manson,Holy Wood,58,USA,"alternative metal, industrial, industrial metal, industrial rock, nu metal",3.796,2000,150.072,0.0638,-5.219,0.0447,3.45E-05,0.823,4.60E-05,0.271,0
Warning,Green Day,Warning,57,USA,"permanent wave, punk",3.384433,2000,120.989,0.0294,-2.828,0.199,1.61E-05,0.92,0.0673,0.892,0
La Gallina,Fito Olivares y Su Grupo,ZoolÃƒÂ³gico Tropical,51,USA,gruperas inmortales,3.840667,2000,91.732,0.0391,-7.524,0.0887,0.264,0.871,0.111,0.969,0
In Love With You,Erykah Badu,Mama's Gun,53,USA,"afrofuturism, alternative r&b, hip hop, neo soul, r&b, urban contemporary",4.342667,2000,132.556,0.0646,-12.876,0.163,0,0.268,0.577,0.666,1
Carry You,DISPATCH,Who Are We Living for?,50,USA,"jam band, modern folk rock, stomp and holler",3.341367,2000,170.225,0.0386,-13.727,0.121,0.533,0.312,0.781,0.547,0
Fallen Embers,Enya,A Day Without Rain,55,USA,"celtic, middle earth",3.0211,2000,137.847,0.0437,-15.35,0.111,0.564,0.177,0.929,0.0473,0
El Plebe y el Cholo,Beto Quintanilla,El Mero LeÃƒÂ³n del Corrido,52,USA,"musica mexicana, norteno",3.927767,2000,109.704,0.0677,-4.122,0.0881,0,0.778,0.224,0.784,0
My Love,Westlife,Coast To Coast (Expanded Edition),70,USA,"boy band, europop",4.256667,2000,144.142,0.0255,-5.975,0.257,0,0.593,0.098,0.328,0
Son Of Sam,Elliott Smith,Figure 8,53,USA,"alternative rock, indie rock, melancholia, pop rock, rock, singer-songwriter",3.347767,2000,96.062,0.0252,-6.242,0.288,0.00102,0.79,0.00581,0.244,0
Love of a Woman,Travis Tritt,Down The Road I Go,48,USA,"contemporary country, country, country road, country rock, outlaw country",4.815767,2000,74.101,0.0292,-5.647,0.143,0,0.574,0.239,0.335,0
Too Young,Phoenix,United,55,USA,"alternative dance, indie rock, modern rock, new rave, rock independant francais",4.437333,2000,141.324,0.0445,-6.367,0.127,0.000133,0.75,0.0625,0.905,0
Most Girls,P!nk,Can't Take Me Home (Expanded Edition),55,USA,"dance pop, pop",4.268883,2000,97.922,0.0311,-6.046,0.101,0.00446,0.732,0.0424,0.694,0
Orestes,A Perfect Circle,Mer De Noms,52,USA,"alternative metal, alternative rock, industrial metal, nu metal, rap rock, rock, supergroup",4.052667,2000,147.911,0.034,-6.386,0.0844,0.0437,0.847,0.00048,0.299,1
You Know My Name,South Park Mexican,The Purity Album,47,USA,"chicano rap, dirty south rap, gangster rap, houston rap, latin hip hop, texas latin rap",2.604433,2000,121.297,0.0332,-6.466,0.146,0.384,0.731,0.000473,0.627,1
Voices,Disturbed,The Sickness (20th Anniversary Edition),51,USA,"alternative metal, nu metal, rap metal",3.576,2000,110.007,0.121,-2.521,0.0627,0.00198,0.983,0.000116,0.469,1
Amityville,Eminem,The Marshall Mathers LP,52,USA,"detroit hip hop, hip hop, rap",3.278883,2000,79.864,0.273,-3.238,0.326,0,0.929,0.0217,0.672,1
Hit Or Miss,New Found Glory,New Found Glory,50,USA,"easycore, emo, pop punk",4.260667,2000,175.347,0.111,-5.475,0.236,0.000155,0.986,0.000157,0.602,0
Rie y Llora,Celia Cruz,Regalo Del Alma,54,USA,"cha-cha-cha, cuban rumba, mambo, musica tradicional cubana, salsa, tropical",2.851983,2000,128.023,0.0327,-4.401,0.147,2.49E-05,0.918,0.0646,0.967,0
American Beauty,Thomas Newman,American Beauty (Original Motion Picture Score),61,USA,"orchestral soundtrack, soundtrack",3.0251,2000,77.018,0.0366,-31.964,0.0883,0.958,0.00664,0.98,0.052,0
Alors on Danse Slowed,Dybbukk,Alors on Danse Slowed,62,USA,"sad lo-fi, viral rap",2.882217,2000,85.022,0.0476,-8.716,0.0633,0.909,0.502,0.104,0.818,1
Never Ending Math Equation,Modest Mouse,Building Nothing Out of Something,48,USA,"alternative rock, double drumming, indie rock, modern rock, rock, washington indie",0.98,2000,182.89,0.0645,-6.275,0.0678,1.31E-05,0.712,0.0385,0.896,0
Family Tradition,"Hank Williams, Jr.",The Bocephus Box Set,47,USA,"country, country road, country rock, outlaw country",5.043333,2000,126.342,0.0608,-12.068,0.142,0,0.523,0.0238,0.794,0
Ho,Ludacris,Back For The First Time,48,USA,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop",2.088667,2000,143.96,0.0533,-6.977,0.224,1.23E-06,0.498,0.00248,0.418,1
Music,Madonna,Music,46,USA,"dance pop, pop",2.161533,2000,119.854,0.0663,-8.527,0.14,0.0876,0.802,0.00149,0.871,0
The Worst Day Since Yesterday,Flogging Molly,Swagger,50,USA,"celtic punk, celtic rock, comic, punk, skate punk",4.274433,2000,136.16,0.0341,-7.662,0.221,2.09E-06,0.489,0.287,0.361,0
Full Nelson,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,55,USA,"alternative metal, funk metal, nu metal, rap metal",4.566667,2000,97.59,0.137,-3.199,0.458,0.0256,0.978,0.0074,0.439,1
Now We Are Free,Lisa Gerrard,Gladiator - Music From The Motion Picture,60,USA,"ethereal wave, neoclassical darkwave, oceania soundtrack, soundtrack",3.46155,2000,138.225,0.0336,-18.805,0.104,0.099,0.217,0.602,0.0389,0
Everything,Lifehouse,No Name Face,49,USA,"alternative metal, neo mellow, pop rock, post-grunge",3.083333,2000,181.345,0.0313,-8.393,0.102,0.0721,0.365,0.0931,0.039,0
Stupify,Disturbed,The Sickness (20th Anniversary Edition),48,USA,"alternative metal, nu metal, rap metal",0.77,2000,196.143,0.129,-3.916,0.186,2.17E-05,0.938,0.00234,0.437,1
ABC,The Jackson 5,Anthology: Jackson 5,51,USA,"adult standards, motown",3.162667,2000,188.115,0.0642,-8.469,0.11,0.00093,0.786,0.519,0.952,0
Everything Reminds Me Of Her,Elliott Smith,Figure 8,51,USA,"alternative rock, indie rock, melancholia, pop rock, rock, singer-songwriter",3.257767,2000,168.045,0.0427,-17.192,0.154,0.000263,0.175,0.426,0.357,0
Thank You For Loving Me,Bon Jovi,Crush,64,USA,"glam metal, rock",3.568883,2000,132.864,0.0285,-7.749,0.119,0,0.342,0.416,0.131,0
Promise,Eve 6,Horrorscope,48,USA,"alternative metal, alternative rock, neo mellow, pop rock, post-grunge",4.914433,2000,107.982,0.0327,-4.096,0.0769,0,0.85,0.00791,0.715,0
Kid A,Radiohead,Kid A,53,USA,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",4.03,2000,112.923,0.0358,-15.52,0.278,0.852,0.428,0.262,0.159,0
High Voltage,Linkin Park,Hybrid Theory (Bonus Edition),54,USA,"alternative metal, nu metal, post-grunge, rap metal",2.693333,2000,93.916,0.182,-4.26,0.314,2.77E-06,0.967,0.105,0.287,1
The Game,Disturbed,The Sickness,52,USA,"alternative metal, nu metal, rap metal",3.07555,2000,132.009,0.0735,-4.824,0.101,0.000289,0.931,0.000803,0.444,1
Best of Intentions,Travis Tritt,Down The Road I Go,48,USA,"contemporary country, country, country road, country rock, outlaw country",2.602667,2000,99.066,0.0232,-7.439,0.0964,0,0.468,0.363,0.37,0
You Can Have It All,Yo La Tengo,And Then Nothing Turned Itself Inside-Out,51,USA,"alternative rock, anti-folk, art pop, dream pop, indie rock, lo-fi, new jersey indie, noise pop, permanent wave",7.6671,2000,178.48,0.0362,-9.409,0.302,0.946,0.833,0.637,0.965,0
I Could Not Ask for More,Sara Evans,Born To Fly,47,USA,"contemporary country, country, country dawn, country gospel, country road",3.386217,2000,138.022,0.0279,-10.338,0.0808,0.00017,0.509,0.0234,0.387,0
Apple Blossom,The White Stripes,De Stijl,55,USA,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",4.18785,2000,128.193,0.0551,-7.896,0.0852,0.000154,0.454,0.65,0.626,0
Unrecovery,Duster,Contemporary Movement,49,USA,slowcore,2.9871,2000,96.019,0.026,-6.945,0.151,0.828,0.66,0.565,0.469,0
Bathwater,No Doubt,Return Of Saturn,51,USA,"alternative rock, dance pop, dance rock, permanent wave, pop rock",4.047767,2000,145.929,0.0543,-4.931,0.33,0,0.732,0.412,0.619,0
Pull Over,Trina,Da Baddest Bitch,47,USA,"hip pop, miami hip hop, pop r&b, r&b, rap, rap latina, southern hip hop, trap queen",4.2451,2000,125.04,0.181,-5.54,0.308,0,0.768,0.0134,0.741,1
Laredo,Chris Cagle,Play It Loud,46,USA,"contemporary country, country, country road, modern country rock",4.25,2000,160.086,0.042,-6.265,0.0767,0,0.785,0.16,0.738,0
Any Other Name,Thomas Newman,American Beauty (Original Motion Picture Score),56,USA,"orchestral soundtrack, soundtrack",4.699333,2000,77.84,0.0337,-33.19,0.104,0.963,0.0116,0.983,0.0364,0
CUT,Panchiko,D>E>A>T>H>M>E>T>A>L,49,USA,"alternative rock, diy emo",7.166667,2000,90.058,0.037,-5.876,0.163,0.00242,0.766,0.247,0.258,0
Rainbow Stew,Merle Haggard,20th Century Masters: The Millennium Collection: The Best Of Merle Haggard,47,USA,"bakersfield sound, country, country rock, nashville sound, outlaw country",1.433333,2000,88.388,0.0611,-9.062,0.968,0.138,0.827,0.503,0.87,0
I Like It,Sammie,From The Bottom To The Top,47,USA,"contemporary r&b, hip pop, pop r&b, pop rap, r&b, urban contemporary",3.858217,2000,129.963,0.0617,-8.529,0.0272,0.000113,0.656,0.0101,0.852,1
All About Our Love,Sade,Lovers Rock,52,USA,"british soul, sophisti-pop",5.86155,2000,81.032,0.035,-8.382,0.0944,0.00518,0.52,0.224,0.688,0
What A Day,Nonpoint,Statement,46,USA,"alternative metal, industrial metal, latin metal, miami metal, nu metal, rap metal, rap rock",3.206,2000,96.993,0.0391,-6.696,0.127,0.00929,0.731,0.000412,0.393,1
Shame,System Of A Down,Loud Rocks,49,USA,"alternative metal, nu metal, rap metal",1.963333,2000,120.229,0.171,-4.646,0.119,0.045,0.849,0.00312,0.764,1
King of Sorrow,Sade,Lovers Rock,54,USA,"british soul, sophisti-pop",3.393333,2000,82.489,0.0378,-9.952,0.0743,0.022,0.426,0.366,0.38,0
Se Les Pelo Baltazar,Grupo Laberinto,Corridos ReciÃƒÂ©n Horneados,50,USA,"cumbia sonorense, musica sonorense, tecnobanda, tejano",3.324,2000,106.02,0.0561,-8.578,0.0608,0,0.489,0.564,0.964,0
Baby Mine,Fred Mollin,Disney Lullaby Album,47,USA,piano cover,3.88,2000,71.608,0.0332,-20.112,0.122,0.842,0.0625,0.947,0.195,0
Our Way to Fall,Yo La Tengo,And Then Nothing Turned Itself Inside-Out,50,USA,"alternative rock, anti-folk, art pop, dream pop, indie rock, lo-fi, new jersey indie, noise pop, permanent wave",3.155333,2000,78.282,0.032,-14.653,0.0968,0.766,0.237,0.718,0.561,0
Treefingers,Radiohead,Kid A,51,USA,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",5.266217,2000,134.508,0.0362,-21.357,0.109,0.887,0.146,0.827,0.0577,0
Get Another Boyfriend,Backstreet Boys,Black & Blue,54,USA,"boy band, dance pop",3.107333,2000,96.112,0.135,-5.034,0.102,0,0.75,0.0323,0.801,0
Ride Wit Me,Nelly,Country Grammar,45,USA,"dance pop, hip hop, pop rap, southern hip hop, st louis rap, urban contemporary",3.682433,2000,101.875,0.0478,-6.49,0.244,1.80E-06,0.7,0.0616,0.722,1
